client_id,age,occupation,income,risk_profile,savings_rate,n_holdings,invested_total,current_total,pnl_pct,redemptions_90d,sip_missed_3m,sip_active,idle_cash,has_insurance,has_elss,has_debt,large_cap_pct,is_hni,behavioral_risk_label,priority_label,health_score_label,lead_label
CL3143,27,Salaried,150000,Moderate,0.482,3,598643,554958.0,-0.073,0,1,1,0,0,0,0,0.621,0,low,0,29.7,1
CL3144,51,Self-Employed,50000,Aggressive,0.195,3,424327,456469.0,0.076,0,0,1,50000,1,1,0,0.0,0,medium,0,83.0,1
CL3145,57,Salaried,35000,Conservative,0.525,5,1123799,1391263.0,0.238,0,0,1,10000,0,1,0,0.0,0,low,0,60.5,0
CL3146,37,Business Owner,400000,Moderate,0.686,2,301304,317322.0,0.053,0,0,1,0,1,0,0,0.588,1,low,1,66.6,1
CL3147,54,Salaried,100000,Moderate,0.316,4,1192214,1256394.0,0.054,0,0,1,0,0,0,1,0.0,0,low,0,75.7,1
CL3148,48,Business Owner,100000,Conservative,0.484,1,66519,59960.0,-0.099,0,0,1,10000,1,1,0,0.0,0,low,0,91.2,0
CL3149,42,Salaried,75000,Conservative,0.451,1,67432,65773.0,-0.025,0,0,1,400000,0,0,0,0.0,0,low,0,54.4,1
CL3150,58,Business Owner,250000,Aggressive,0.313,2,572643,431764.0,-0.246,0,0,1,0,1,1,0,0.0,0,low,0,87.2,1
CL3151,36,Self-Employed,150000,Moderate,0.267,3,397847,453802.0,0.141,1,1,1,150000,0,0,1,0.0,0,medium,0,72.0,1
CL3152,41,Business Owner,50000,Moderate,0.337,2,322905,214782.0,-0.335,0,0,0,0,0,1,0,0.0,0,low,0,68.3,0
CL3153,33,Salaried,75000,Aggressive,0.334,5,722221,673868.0,-0.067,0,1,1,50000,1,1,1,0.335,0,medium,0,100.0,1
CL3154,60,Business Owner,150000,Conservative,0.479,5,1201163,1434155.0,0.194,0,1,1,400000,1,1,1,0.445,0,low,0,100.0,1
CL3155,35,Salaried,35000,Moderate,0.441,5,868495,1038828.0,0.196,0,1,1,50000,0,0,1,0.748,0,medium,0,50.5,1
CL3156,49,Self-Employed,400000,Conservative,0.529,0,0,0.0,0.0,0,0,0,10000,1,0,0,0.0,1,low,1,86.5,1
CL3157,38,Salaried,150000,Conservative,0.317,1,87111,97683.0,0.121,1,0,0,400000,1,0,0,0.0,0,medium,0,76.9,1
CL3158,40,Salaried,35000,Conservative,0.538,5,924930,1015769.0,0.098,1,1,1,50000,1,1,1,0.0,0,medium,0,100.0,0
CL3159,43,Business Owner,75000,Moderate,0.532,2,246907,318301.0,0.289,0,0,1,150000,0,0,1,0.0,0,low,0,73.1,1
CL3160,38,Salaried,250000,Moderate,0.11,2,456691,400208.0,-0.124,0,0,1,0,1,0,1,0.0,0,medium,1,98.0,1
CL3161,47,Salaried,35000,Aggressive,0.456,3,408271,408376.0,0.0,2,0,1,10000,1,0,1,0.0,0,high,1,96.5,0
CL3162,47,Self-Employed,250000,Aggressive,0.588,1,115791,130002.0,0.123,0,0,1,50000,0,0,0,0.0,0,low,0,63.5,1
CL3163,39,Self-Employed,50000,Aggressive,0.365,0,0,0.0,0.0,0,0,0,150000,0,0,0,0.0,0,medium,0,58.1,1
CL3164,34,Self-Employed,250000,Conservative,0.05,5,1057488,937856.0,-0.113,0,1,1,150000,0,1,1,0.0,0,high,1,81.2,0
CL3165,23,Self-Employed,150000,Conservative,0.741,1,152482,116138.0,-0.238,0,1,1,10000,0,0,0,0.743,0,medium,0,20.8,1
CL3166,28,Business Owner,250000,Moderate,0.403,2,305506,247877.0,-0.189,0,1,0,10000,1,1,0,0.0,0,high,1,78.7,0
CL3167,60,Business Owner,700000,Aggressive,0.556,3,524383,460476.0,-0.122,0,0,0,0,1,1,0,0.0,1,medium,1,85.8,0
CL3168,41,Self-Employed,100000,Moderate,0.307,5,1229484,1735376.0,0.411,0,1,0,400000,1,1,1,0.588,0,medium,0,100.0,1
CL3169,38,Self-Employed,50000,Conservative,0.353,4,810608,578275.0,-0.287,0,0,1,0,1,1,0,0.867,0,low,0,66.1,1
CL3170,23,Business Owner,700000,Conservative,0.361,4,1075461,1228815.0,0.143,0,0,1,10000,1,0,1,0.803,1,low,0,67.4,1
CL3171,49,Salaried,35000,Moderate,0.526,4,877702,1006285.0,0.146,0,0,1,0,0,0,0,0.332,0,low,0,58.7,1
CL3172,35,Salaried,35000,Aggressive,0.373,3,788508,849499.0,0.077,1,1,1,0,0,0,0,0.0,0,high,0,54.7,1
CL3173,29,Self-Employed,50000,Conservative,0.276,0,0,0.0,0.0,1,0,1,50000,0,0,0,0.0,0,medium,0,53.5,0
CL3174,43,Self-Employed,50000,Moderate,0.55,5,1044330,1133154.0,0.085,1,1,0,0,1,1,1,0.467,0,high,1,100.0,0
CL3175,25,Salaried,250000,Aggressive,0.579,1,368567,423619.0,0.149,1,0,1,10000,0,0,0,0.0,0,medium,0,51.8,0
CL3176,24,Business Owner,50000,Aggressive,0.444,4,764032,712155.0,-0.068,1,0,1,150000,0,1,0,0.437,0,medium,0,62.7,1
CL3177,34,Salaried,250000,Aggressive,0.712,3,634159,558519.0,-0.119,2,1,1,50000,1,0,0,0.5,0,high,1,74.0,1
CL3178,36,Salaried,150000,Aggressive,0.447,3,519218,476975.0,-0.081,0,1,1,150000,1,1,0,0.0,0,medium,0,89.9,1
CL3179,50,Self-Employed,100000,Conservative,0.35,5,1500535,1223924.0,-0.184,1,0,1,0,0,1,0,0.644,0,medium,0,47.0,0
CL3180,46,Business Owner,75000,Moderate,0.435,1,232213,180582.0,-0.222,2,1,1,0,0,0,0,0.0,0,high,1,61.5,0
CL3181,34,Self-Employed,400000,Moderate,0.398,2,436065,547161.0,0.255,1,0,1,50000,1,1,0,0.522,1,medium,1,90.3,0
CL3182,38,Business Owner,35000,Moderate,0.25,3,616468,627848.0,0.018,1,1,1,150000,1,0,0,0.396,0,medium,0,75.1,1
CL3183,51,Self-Employed,150000,Moderate,0.587,5,1793241,2039882.0,0.138,0,0,1,0,1,0,0,0.828,0,low,0,75.2,1
CL3184,59,Business Owner,250000,Conservative,0.436,1,126193,129152.0,0.023,1,0,1,400000,1,0,0,0.0,0,medium,0,85.7,1
CL3185,47,Business Owner,700000,Conservative,0.628,2,331826,329069.0,-0.008,0,0,1,50000,1,0,0,0.719,1,low,1,68.6,1
CL3186,49,Business Owner,100000,Aggressive,0.345,4,1078936,1089149.0,0.009,2,0,1,400000,0,0,0,0.0,0,high,0,58.6,1
CL3187,59,Self-Employed,35000,Conservative,0.582,3,758314,856547.0,0.13,0,1,1,0,1,1,0,0.0,0,high,0,89.8,0
CL3188,57,Self-Employed,50000,Conservative,0.427,2,655462,709685.0,0.083,0,1,0,50000,1,0,0,0.0,0,medium,0,93.5,0
CL3189,55,Business Owner,100000,Moderate,0.513,0,0,0.0,0.0,0,0,0,0,1,0,0,0.0,0,medium,0,83.6,1
CL3190,36,Salaried,700000,Moderate,0.499,0,0,0.0,0.0,0,0,1,0,1,0,0,0.0,1,low,0,78.4,1
CL3191,23,Self-Employed,50000,Aggressive,0.461,4,791753,851065.0,0.075,1,0,1,0,0,1,1,0.373,0,medium,0,77.1,1
CL3192,41,Salaried,400000,Aggressive,0.702,2,344508,414113.0,0.202,0,0,1,10000,1,0,1,0.0,1,low,0,91.7,1
CL3193,60,Self-Employed,75000,Aggressive,0.351,2,247811,234849.0,-0.052,0,0,1,50000,0,0,1,0.0,0,low,0,78.2,1
CL3194,60,Salaried,150000,Conservative,0.162,3,715619,698069.0,-0.025,3,1,1,0,0,1,0,0.0,0,high,1,69.0,1
CL3195,49,Business Owner,400000,Moderate,0.248,4,898412,617741.0,-0.312,0,0,1,150000,0,1,1,0.497,1,low,1,83.6,0
CL3196,61,Salaried,50000,Conservative,0.421,3,433474,418808.0,-0.034,0,0,1,400000,0,0,0,0.661,0,low,0,50.1,1
CL3197,60,Salaried,35000,Conservative,0.21,1,162698,138539.0,-0.148,1,0,1,0,1,0,0,0.0,0,medium,0,80.2,1
CL3198,49,Business Owner,700000,Conservative,0.625,5,1229374,1192468.0,-0.03,1,0,1,0,1,1,0,0.596,1,medium,1,86.1,0
CL3199,36,Salaried,35000,Moderate,0.484,4,1247114,1688574.0,0.354,0,1,1,400000,0,0,1,0.315,0,low,0,70.5,1
CL3200,42,Salaried,75000,Conservative,0.343,4,632506,674600.0,0.067,2,1,1,150000,0,1,1,0.475,0,high,1,79.2,0
CL3201,30,Self-Employed,100000,Aggressive,0.396,5,551338,529113.0,-0.04,0,0,1,400000,1,1,0,0.891,0,low,0,68.8,1
CL3202,29,Business Owner,700000,Conservative,0.4,1,220360,251085.0,0.139,0,1,0,10000,1,1,0,0.0,1,medium,0,82.5,0
CL3203,29,Self-Employed,50000,Conservative,0.555,1,389846,337845.0,-0.133,0,1,0,400000,0,0,0,0.0,0,medium,1,58.6,1
CL3204,24,Self-Employed,75000,Moderate,0.416,5,800845,908273.0,0.134,0,1,1,10000,0,1,0,0.845,0,medium,0,45.3,1
CL3205,27,Self-Employed,100000,Moderate,0.68,4,757991,761228.0,0.004,0,1,1,0,0,0,1,0.0,0,low,0,68.4,1
CL3206,54,Business Owner,150000,Conservative,0.396,5,891668,736194.0,-0.174,1,0,1,0,0,1,1,0.442,0,high,1,84.2,1
CL3207,44,Self-Employed,100000,Conservative,0.276,3,708003,615284.0,-0.131,1,0,0,150000,0,1,1,0.0,0,high,1,82.2,0
CL3208,45,Salaried,250000,Moderate,0.351,1,363926,415552.0,0.142,2,1,1,10000,1,0,0,0.0,0,high,0,88.2,0
CL3209,23,Business Owner,75000,Moderate,0.216,2,445060,402533.0,-0.096,0,0,1,150000,1,0,1,0.0,0,low,0,85.0,1
CL3210,62,Business Owner,150000,Aggressive,0.581,2,504956,424556.0,-0.159,0,0,1,150000,0,0,1,0.0,0,low,1,79.4,1
CL3211,26,Self-Employed,35000,Conservative,0.097,4,1057577,869180.0,-0.178,1,0,1,10000,1,0,1,0.0,0,medium,0,94.3,1
CL3212,41,Salaried,75000,Moderate,0.377,5,1126347,1460025.0,0.296,3,0,1,10000,0,1,1,0.305,0,high,1,78.3,1
CL3213,24,Salaried,35000,Moderate,0.596,5,1158647,1329828.0,0.148,1,0,0,400000,1,1,0,0.767,0,medium,0,67.3,1
CL3214,29,Salaried,35000,Aggressive,0.479,3,585993,683843.0,0.167,2,0,1,0,1,1,1,0.0,0,high,0,100.0,0
CL3215,57,Salaried,75000,Moderate,0.352,3,559724,565563.0,0.01,1,0,1,400000,0,1,0,0.0,0,medium,0,62.3,0
CL3216,37,Business Owner,75000,Conservative,0.402,1,311538,251463.0,-0.193,0,0,1,0,1,0,0,0.0,0,low,0,78.6,1
CL3217,53,Salaried,250000,Aggressive,0.356,1,337716,319358.0,-0.054,0,0,1,10000,0,0,0,0.0,0,low,0,68.9,0
CL3218,40,Salaried,50000,Aggressive,0.256,4,817938,774528.0,-0.053,0,0,0,0,0,1,1,0.318,0,medium,0,82.9,0
CL3219,43,Self-Employed,100000,Moderate,0.598,1,357184,426428.0,0.194,0,0,1,0,1,0,0,0.0,0,low,0,74.3,1
CL3220,23,Self-Employed,400000,Conservative,0.373,5,1079654,1068404.0,-0.01,0,1,0,150000,0,1,1,0.0,1,medium,0,83.8,0
CL3221,27,Self-Employed,35000,Conservative,0.164,4,774504,856083.0,0.105,2,0,1,0,1,0,0,0.0,0,high,1,72.4,1
CL3222,55,Business Owner,50000,Moderate,0.421,2,493049,447380.0,-0.093,1,0,1,400000,0,1,1,0.0,0,medium,0,76.8,1
CL3223,25,Salaried,75000,Aggressive,0.602,4,590898,599693.0,0.015,0,0,1,150000,1,1,0,0.0,0,low,0,86.7,1
CL3224,24,Self-Employed,100000,Aggressive,0.298,4,1244893,1224480.0,-0.016,1,0,1,0,1,0,0,0.541,0,medium,0,78.2,1
CL3225,59,Self-Employed,35000,Moderate,0.605,4,1216894,1161330.0,-0.046,0,0,1,150000,1,0,1,0.0,0,low,0,97.8,1
CL3226,34,Self-Employed,35000,Aggressive,0.282,3,766107,877279.0,0.145,0,0,1,150000,1,1,0,0.626,0,low,0,62.2,1
CL3227,23,Salaried,400000,Aggressive,0.51,0,0,0.0,0.0,1,0,1,50000,1,0,0,0.0,1,medium,0,67.1,1
CL3228,37,Self-Employed,700000,Moderate,0.142,3,535217,293525.0,-0.452,0,1,1,0,0,0,1,0.636,1,medium,0,46.8,1
CL3229,42,Salaried,35000,Moderate,0.29,1,30745,29560.0,-0.039,0,0,1,0,1,0,0,0.0,0,low,0,67.1,1
CL3230,48,Business Owner,75000,Aggressive,0.493,3,657204,675609.0,0.028,0,0,1,0,1,0,0,0.0,0,low,0,79.0,0
CL3231,34,Business Owner,100000,Conservative,0.4,2,466647,578229.0,0.239,1,0,0,0,0,0,0,0.0,0,high,1,60.1,1
CL3232,52,Self-Employed,75000,Conservative,0.421,5,951221,1024579.0,0.077,0,0,1,150000,1,0,1,0.0,0,low,0,100.0,1
CL3233,47,Self-Employed,75000,Aggressive,0.261,3,576759,569672.0,-0.012,0,0,0,0,0,0,0,0.387,0,medium,0,57.3,0
CL3234,44,Self-Employed,150000,Conservative,0.577,1,63288,71040.0,0.122,1,0,1,150000,1,0,0,0.0,0,medium,0,77.7,1
CL3235,31,Salaried,400000,Conservative,0.53,2,585355,556870.0,-0.049,0,2,1,400000,1,0,0,0.354,1,high,1,80.3,1
CL3236,33,Self-Employed,50000,Moderate,0.214,1,92789,101963.0,0.099,0,0,1,0,0,1,0,0.0,0,low,0,69.2,0
CL3237,49,Business Owner,700000,Conservative,0.488,0,0,0.0,0.0,0,1,1,0,1,0,0,0.0,1,medium,0,88.4,1
CL3238,48,Business Owner,400000,Conservative,0.498,3,428282,333973.0,-0.22,0,2,1,0,0,0,1,0.438,1,high,1,80.3,1
CL3239,33,Self-Employed,35000,Aggressive,0.439,2,142920,174514.0,0.221,0,0,1,400000,1,0,0,0.364,0,low,0,61.7,1
CL3240,38,Salaried,100000,Moderate,0.554,4,474425,438296.0,-0.076,1,1,0,0,0,1,1,0.0,0,high,0,81.7,0
CL3241,60,Self-Employed,250000,Conservative,0.513,3,1008990,1144517.0,0.134,1,1,1,400000,1,0,0,0.0,0,medium,0,84.0,1
CL3242,55,Self-Employed,250000,Aggressive,0.628,2,579420,732683.0,0.265,0,0,1,0,0,0,0,0.471,0,low,0,64.7,1
CL3243,45,Salaried,100000,Aggressive,0.505,1,221887,238092.0,0.073,0,0,1,50000,1,0,0,0.769,0,low,0,70.2,1
CL3244,27,Self-Employed,150000,Moderate,0.51,2,319446,328738.0,0.029,0,0,1,400000,0,0,1,0.0,0,low,0,73.8,1
CL3245,41,Salaried,250000,Aggressive,0.365,4,1159550,1131525.0,-0.024,0,0,1,0,0,0,1,0.695,0,low,0,43.1,1
CL3246,49,Salaried,50000,Conservative,0.752,4,859066,858329.0,-0.001,0,0,1,400000,1,1,0,0.394,0,low,0,84.5,1
CL3247,38,Business Owner,50000,Conservative,0.482,3,660619,652594.0,-0.012,0,0,1,50000,1,1,1,0.0,0,low,0,90.7,1
CL3248,36,Salaried,250000,Conservative,0.49,1,378589,436302.0,0.152,0,0,1,150000,0,0,0,0.0,0,low,0,51.1,1
CL3249,32,Salaried,50000,Moderate,0.322,5,714271,714747.0,0.001,0,1,1,150000,0,1,0,0.0,0,medium,0,61.9,1
CL3250,24,Salaried,35000,Aggressive,0.451,1,196502,211937.0,0.079,0,0,1,0,1,0,1,0.0,0,low,0,92.3,1
CL3251,57,Salaried,75000,Aggressive,0.447,5,1531983,1425376.0,-0.07,0,0,1,50000,1,1,0,0.376,0,low,0,85.4,0
CL3252,53,Salaried,150000,Moderate,0.455,5,1000007,1044369.0,0.044,0,0,0,0,0,1,1,0.0,0,medium,0,73.5,0
CL3253,40,Self-Employed,35000,Moderate,0.372,1,244379,241932.0,-0.01,0,1,1,0,0,0,0,0.0,0,medium,0,54.6,1
CL3254,37,Salaried,250000,Conservative,0.461,3,487262,531646.0,0.091,0,2,1,10000,1,0,0,0.0,0,medium,0,73.9,1
CL3255,43,Business Owner,400000,Moderate,0.521,3,790592,1007665.0,0.275,1,0,1,0,0,1,1,0.0,1,medium,0,77.8,1
CL3256,59,Business Owner,150000,Moderate,0.42,0,0,0.0,0.0,1,0,0,50000,1,0,0,0.0,0,medium,0,79.8,1
CL3257,43,Self-Employed,35000,Aggressive,0.334,1,239575,209987.0,-0.124,0,0,1,150000,1,1,0,0.0,0,medium,0,80.4,1
CL3258,30,Business Owner,75000,Conservative,0.159,3,909892,790425.0,-0.131,1,2,1,0,1,0,1,0.0,0,high,1,87.3,1
CL3259,24,Business Owner,700000,Conservative,0.266,2,150850,154570.0,0.025,1,0,0,0,0,0,0,0.0,1,medium,0,58.0,0
CL3260,46,Salaried,35000,Conservative,0.265,1,278698,194588.0,-0.302,0,0,1,400000,1,0,0,0.0,0,low,1,85.2,1
CL3261,23,Self-Employed,150000,Moderate,0.313,5,1262109,1097234.0,-0.131,0,0,1,0,0,1,1,0.667,0,low,0,56.8,0
CL3262,31,Self-Employed,50000,Moderate,0.376,4,1096745,1290121.0,0.176,3,0,0,150000,1,1,0,0.0,0,high,0,88.1,0
CL3263,40,Salaried,250000,Aggressive,0.265,3,376829,323866.0,-0.141,1,0,1,0,1,0,1,0.0,0,medium,0,84.9,1
CL3264,56,Salaried,400000,Conservative,0.299,0,0,0.0,0.0,0,1,0,0,1,0,0,0.0,1,high,1,82.5,1
CL3265,32,Salaried,35000,Aggressive,0.544,5,934714,990140.0,0.059,0,2,1,0,0,1,0,0.571,0,high,0,64.9,1
CL3266,59,Salaried,400000,Aggressive,0.703,1,303250,370370.0,0.221,0,0,1,50000,1,0,0,0.0,1,low,0,81.1,1
CL3267,28,Self-Employed,100000,Conservative,0.394,2,490773,488718.0,-0.004,0,1,1,50000,1,0,0,0.0,0,medium,0,73.4,1
CL3268,61,Salaried,75000,Aggressive,0.372,2,712897,655329.0,-0.081,3,1,1,0,1,0,1,0.0,0,high,0,98.2,1
CL3269,32,Business Owner,150000,Moderate,0.534,0,0,0.0,0.0,1,0,1,0,0,0,0,0.0,0,medium,0,52.6,1
CL3270,23,Salaried,50000,Moderate,0.38,2,470007,452220.0,-0.038,0,1,1,150000,1,0,1,0.837,0,high,0,70.3,1
CL3271,26,Salaried,35000,Aggressive,0.257,5,682339,648787.0,-0.049,0,0,1,0,0,1,0,0.531,0,low,0,65.3,0
CL3272,55,Salaried,250000,Aggressive,0.294,1,193105,197610.0,0.023,0,0,1,400000,1,0,0,0.0,0,low,0,88.2,1
CL3273,40,Self-Employed,100000,Moderate,0.297,3,211564,229165.0,0.083,1,1,1,0,0,1,0,0.0,0,high,1,64.6,1
CL3274,48,Self-Employed,250000,Moderate,0.269,3,504212,559835.0,0.11,0,0,0,150000,0,0,1,0.833,0,low,0,59.5,0
CL3275,29,Business Owner,400000,Aggressive,0.622,5,679172,678603.0,-0.001,0,0,1,50000,0,1,1,0.0,1,low,0,83.5,1
CL3276,56,Salaried,400000,Conservative,0.227,4,1217448,1201673.0,-0.013,1,0,1,0,0,1,1,0.0,1,high,1,72.7,0
CL3277,27,Salaried,700000,Aggressive,0.516,2,495683,439028.0,-0.114,1,0,1,0,0,0,0,0.686,1,medium,1,36.6,1
CL3278,27,Self-Employed,250000,Moderate,0.424,3,574470,655196.0,0.141,0,2,1,0,1,1,0,0.0,0,medium,0,80.7,0
CL3279,60,Self-Employed,75000,Conservative,0.308,3,722063,599361.0,-0.17,0,0,1,150000,0,0,1,0.0,0,low,0,83.0,1
CL3280,44,Self-Employed,150000,Moderate,0.207,4,539231,441780.0,-0.181,1,0,1,0,1,1,1,0.577,0,medium,0,100.0,0
CL3281,53,Self-Employed,400000,Aggressive,0.293,4,811502,802245.0,-0.011,1,0,1,400000,0,0,0,0.0,1,medium,1,63.5,1
CL3282,43,Business Owner,75000,Moderate,0.513,2,167386,172798.0,0.032,0,2,1,50000,1,0,1,0.865,0,high,0,67.9,1
CL3283,23,Salaried,700000,Aggressive,0.05,0,0,0.0,0.0,0,0,1,0,1,0,0,0.0,1,low,0,67.7,1
CL3284,33,Self-Employed,700000,Moderate,0.302,3,549663,516956.0,-0.06,0,0,1,400000,1,0,0,0.691,1,low,0,52.9,1
CL3285,47,Salaried,100000,Aggressive,0.526,0,0,0.0,0.0,0,1,0,0,0,0,0,0.0,0,low,0,66.9,1
CL3286,26,Business Owner,75000,Moderate,0.501,1,174771,208890.0,0.195,0,0,1,50000,0,0,0,0.0,0,low,0,54.8,1
CL3287,26,Business Owner,250000,Aggressive,0.303,3,680038,901928.0,0.326,0,0,1,400000,1,0,1,0.0,0,low,0,90.4,1
CL3288,30,Salaried,700000,Moderate,0.639,2,451235,468927.0,0.039,0,0,1,50000,1,1,0,0.0,1,low,0,86.0,1
CL3289,49,Salaried,150000,Aggressive,0.227,4,480783,535316.0,0.113,0,0,0,400000,0,0,1,0.0,0,medium,0,79.3,0
CL3290,33,Salaried,150000,Aggressive,0.338,3,730727,1014986.0,0.389,1,0,1,400000,0,0,0,0.0,0,medium,0,53.4,1
CL3291,28,Self-Employed,50000,Conservative,0.248,4,1033091,1085914.0,0.051,0,0,1,50000,0,0,1,0.368,0,medium,0,59.0,1
CL3292,54,Salaried,50000,Moderate,0.43,0,0,0.0,0.0,1,2,1,0,0,0,0,0.0,0,high,0,62.2,1
CL3293,48,Self-Employed,75000,Conservative,0.525,0,0,0.0,0.0,0,0,1,0,0,0,0,0.0,0,medium,0,67.0,1
CL3294,58,Business Owner,100000,Moderate,0.337,3,573942,544369.0,-0.052,0,1,1,150000,1,1,1,0.0,0,medium,0,100.0,0
CL3295,36,Self-Employed,250000,Conservative,0.501,4,806434,890395.0,0.104,0,0,1,400000,1,0,1,0.548,0,low,0,92.0,1
CL3296,47,Business Owner,150000,Conservative,0.293,1,128878,92957.0,-0.279,0,0,0,50000,1,0,0,0.79,0,low,0,63.8,1
CL3297,49,Self-Employed,400000,Conservative,0.208,4,993918,912324.0,-0.082,1,2,1,0,0,0,1,0.0,1,high,1,76.2,0
CL3298,25,Business Owner,35000,Aggressive,0.477,5,877891,825275.0,-0.06,0,0,1,10000,0,0,1,0.314,0,low,0,67.0,1
CL3299,44,Salaried,150000,Conservative,0.464,3,792984,697379.0,-0.121,0,0,1,0,0,0,1,0.552,0,low,0,73.3,1
CL3300,36,Business Owner,400000,Aggressive,0.258,1,26744,25606.0,-0.043,0,0,0,0,0,0,0,0.0,1,medium,0,60.8,0
CL3301,25,Business Owner,35000,Aggressive,0.283,4,577166,488820.0,-0.153,0,0,1,150000,1,1,1,0.404,0,medium,0,100.0,1
CL3302,37,Business Owner,250000,Moderate,0.54,0,0,0.0,0.0,1,0,1,150000,1,0,0,0.0,0,medium,0,74.0,1
CL3303,62,Business Owner,35000,Aggressive,0.161,1,157631,142018.0,-0.099,0,1,1,400000,0,0,0,0.555,0,medium,0,59.1,1
CL3304,38,Self-Employed,400000,Conservative,0.631,4,912045,788472.0,-0.135,0,0,1,0,0,1,0,0.89,1,medium,1,43.2,0
CL3305,59,Self-Employed,150000,Aggressive,0.479,2,224143,179333.0,-0.2,0,0,1,0,0,0,1,0.0,0,low,0,79.4,1
CL3306,28,Self-Employed,35000,Aggressive,0.241,4,995154,824521.0,-0.171,1,1,1,150000,1,0,0,0.887,0,high,1,59.6,1
CL3307,29,Business Owner,50000,Moderate,0.408,1,241349,254130.0,0.053,0,0,1,50000,1,0,0,0.0,0,low,0,68.2,1
CL3308,45,Business Owner,35000,Conservative,0.258,3,724434,783527.0,0.082,0,1,1,50000,0,0,1,0.0,0,medium,0,75.3,0
CL3309,31,Self-Employed,100000,Conservative,0.259,3,462178,421335.0,-0.088,1,0,1,400000,0,1,0,0.0,0,medium,0,68.4,1
CL3310,48,Business Owner,75000,Conservative,0.324,1,246626,225989.0,-0.084,0,0,1,150000,1,0,1,0.0,0,low,0,97.0,0
CL3311,55,Business Owner,35000,Aggressive,0.343,5,1081598,1155875.0,0.069,0,0,1,400000,1,0,1,0.666,0,low,0,83.7,1
CL3312,52,Business Owner,150000,Aggressive,0.179,1,186718,228324.0,0.223,1,1,1,0,0,0,0,0.0,0,high,1,66.0,0
CL3313,44,Self-Employed,700000,Moderate,0.226,1,189196,176252.0,-0.068,0,0,1,50000,0,0,1,0.0,1,low,0,76.0,0
CL3314,24,Business Owner,100000,Moderate,0.263,5,978948,1248016.0,0.275,2,0,1,50000,0,1,1,0.631,0,high,0,60.3,0
CL3315,35,Salaried,50000,Aggressive,0.05,2,272642,300035.0,0.1,2,0,1,50000,0,0,1,0.0,0,medium,0,70.7,0
CL3316,30,Business Owner,150000,Moderate,0.626,0,0,0.0,0.0,1,0,0,400000,0,0,0,0.0,0,high,0,46.4,1
CL3317,25,Business Owner,35000,Aggressive,0.526,1,161437,141870.0,-0.121,0,1,1,400000,0,0,0,0.0,0,medium,0,57.7,1
CL3318,51,Self-Employed,700000,Aggressive,0.64,3,479699,431835.0,-0.1,0,2,1,0,0,0,0,0.739,1,high,1,47.8,1
CL3319,32,Business Owner,250000,Conservative,0.419,0,0,0.0,0.0,0,0,1,50000,1,0,0,0.0,0,medium,0,77.1,1
CL3320,25,Self-Employed,700000,Conservative,0.07,4,457227,402822.0,-0.119,0,0,1,50000,1,0,1,0.793,1,low,1,63.8,1
CL3321,58,Self-Employed,35000,Conservative,0.386,0,0,0.0,0.0,0,1,0,50000,1,0,0,0.0,0,high,0,88.2,0
CL3322,24,Self-Employed,75000,Conservative,0.236,3,636822,668780.0,0.05,0,0,1,50000,0,0,1,0.0,0,low,0,67.9,0
CL3323,53,Salaried,150000,Aggressive,0.296,2,424838,332529.0,-0.217,0,0,1,10000,0,0,1,0.0,0,low,0,72.2,0
CL3324,61,Self-Employed,250000,Aggressive,0.304,3,712200,576361.0,-0.191,1,0,1,10000,0,0,1,0.524,0,high,1,72.3,1
CL3325,39,Business Owner,250000,Conservative,0.413,2,552810,486291.0,-0.12,1,0,1,400000,1,0,1,0.0,0,medium,0,92.2,1
CL3326,45,Business Owner,100000,Aggressive,0.515,2,489963,445195.0,-0.091,0,0,1,0,1,1,0,0.0,0,low,0,88.5,0
CL3327,45,Business Owner,400000,Conservative,0.437,3,650099,542629.0,-0.165,0,0,1,0,0,0,1,0.0,1,medium,1,72.4,1
CL3328,52,Self-Employed,700000,Aggressive,0.399,3,423592,429318.0,0.014,0,0,1,400000,0,1,0,0.783,1,low,0,38.3,0
CL3329,58,Business Owner,100000,Aggressive,0.473,2,578802,502539.0,-0.132,0,0,1,150000,0,0,0,0.0,0,low,0,63.5,1
CL3330,24,Self-Employed,150000,Conservative,0.268,2,444094,500000.0,0.126,0,0,1,50000,1,0,0,0.74,0,low,0,53.4,1
CL3331,23,Self-Employed,35000,Conservative,0.399,2,440186,486233.0,0.105,1,0,0,50000,0,1,0,0.0,0,high,0,68.5,0
CL3332,54,Business Owner,75000,Moderate,0.36,2,719393,691269.0,-0.039,0,0,1,0,0,0,0,0.0,0,low,0,61.7,1
CL3333,24,Self-Employed,50000,Conservative,0.533,2,283419,310737.0,0.096,0,0,0,0,1,1,0,0.0,0,medium,0,85.4,1
CL3334,23,Self-Employed,150000,Conservative,0.421,5,749270,778380.0,0.039,0,0,1,400000,1,1,0,0.711,0,low,0,58.6,1
CL3335,37,Business Owner,700000,Moderate,0.287,1,398300,434594.0,0.091,0,0,1,0,0,0,0,0.443,1,low,1,54.1,0
CL3336,45,Self-Employed,35000,Conservative,0.502,3,565695,510350.0,-0.098,0,1,1,400000,0,0,1,0.0,0,medium,0,85.3,1
CL3337,34,Salaried,250000,Aggressive,0.338,0,0,0.0,0.0,0,0,1,50000,0,0,0,0.0,0,low,0,56.1,1
